Code,Name,Price,Retail Price,Stock Level,Product UPC/EAN,Sold out?,Clearance?
15102,Colorful Mosaic Sun Glass Birdbath,40.77,69.95,7,849179003517,FALSE,FALSE
15107,Ceramic Rooster Display Plate Set with Rack,8.63,12.95,0,849179004873,FALSE,FALSE
15110,Fold-Up Multi-Color Picnic Mat with Handle,11.07,17.95,474,849179006013,FALSE,FALSE
15111,Rounded-Roof Cottage Bird House,13.87,19.95,255,849179006174,FALSE,FALSE
15112,Cottage Bird House with Trellis Front Door,14.55,19.95,399,849179006167,FALSE,FALSE
15113,Rustic Three-Level Barrels Planter,64.13,99.95,105,849179005122,FALSE,FALSE
15114,Rustic Barrel Planter Set,51.51,79.95,94,849179005139,FALSE,FALSE
15115,Old-Time Well Pump and Barrel Fountain Planter,182.04,259.95,12,849179005146,FALSE,FALSE
15116,Balancing Stones Table Fountain,49.68,69.95,#N/A,849179002961,FALSE,FALSE
15117,Speckle-Finish Ceramic Owl Fountain,26.24,39.95,#N/A,849179002978,TRUE,FALSE
15118,Cascading Rock Steps Lighted Fountain,184.15,259.95,84,849179002985,FALSE,FALSE
15119,Lotus Flower Garden Fountain,127.31,199.95,97,849179002992,FALSE,FALSE
15127,Grab-and-Reach Foldable Handy Arm Tool,7.7,10.95,#N/A,849179011321,TRUE,FALSE
15128,White Lacquered Tall Storage Cabinet,139.94,199.95,168,849179004279,FALSE,FALSE
15129,White Lacquered Storage Cabinet with Drawer,78.03,109.95,15,849179004286,FALSE,FALSE
15130,White Slatted Open Shelf Cabinet,89.4,129.95,84,849179004293,FALSE,FALSE
15131,Winged Dragon and Skull Figurine,19.83,29.95,179,849179003142,FALSE,FALSE
15132,Pewter-Look Medieval Dragon Mug,14.53,19.95,732,849179003159,FALSE,FALSE
15133,Dragon Incense Holder with Celtic Knot Trim,8.29,12.95,5,849179003166,FALSE,FALSE
15134,Swirling Colors Art Glass Vase,38.87,69.95,105,849179004903,FALSE,FALSE
15135,Ocean Swirls Art Glass Vase,54.03,79.95,46,849179004910,FALSE,FALSE
15136,Royal Blue Floral Art Glass Vase,38.87,69.95,101,849179004927,FALSE,FALSE
15137,Bubble Design Candle Lantern - 9.5 inches,9.29,14.95,#N/A,849179003012,TRUE,FALSE
15138,Lacy Metal Stool or Plant Stand,56.69,79.95,99,849179011338,FALSE,FALSE
15140,Egyptian Pharaoh Ceramic Oil Warmer,1.79,2.99,#N/A,849179003036,TRUE,FALSE
15141,Curved Stand Metal Oil Warmer,2.65,4.95,#N/A,849179003043,FALSE,FALSE
15142,Ceramic Chiminea Oil Warmer,2.73,4.95,457,849179003050,FALSE,FALSE
15143,Geometric Wood Oil Warmer with Ceramic Basin,4.97,7.95,1662,849179003074,FALSE,FALSE
15144,Blue Porcelain Tear Drop Oil Warmer,3.32,5.95,1619,849179003104,FALSE,FALSE
15145,White Porcelain Tear Drop Oil Warmer,3.32,5.95,553,849179003081,FALSE,FALSE
15146,Black Porcelain Tear Drop Oil Warmer,3.32,5.95,1956,849179003098,FALSE,FALSE
15156,Weathered-Look Cherub Table Lamp,40.77,59.95,133,849179011345,FALSE,FALSE
15157,White Twisted Wire Jeweled Candle Holder,16.65,24.95,60,849179005023,FALSE,FALSE
15158,Lion Garden Statue Pair,85.61,129.95,97,849179004965,FALSE,FALSE
15160,Dark Shade Buddha Table Lamp,44.74,69.95,0,849179011369,FALSE,FALSE
15162,Eiffel Tower Wire Frame Table Lamp,47.71,69.95,0,849179011376,FALSE,FALSE
15163,Anchor Chain Nautical Table Lamp,47.4,79.95,82,849179011383,FALSE,FALSE
15164,Fabric-Lined Nesting Basket Set,23.52,34.95,338,849179011390,FALSE,FALSE
15166,Wood Wagon Planter,47.4,79.95,169,849179005177,FALSE,FALSE
15167,Rustic Style Bench Planter,64.13,89.95,173,849179005184,FALSE,FALSE
15168,French Cafe Chair Planter,28.76,44.95,#N/A,849179005191,TRUE,FALSE
15170,Modern Tree Jewelry Holder,17.18,24.95,222,849179005276,FALSE,FALSE
15171,Porcelain Coral Jewelry Holder,10.54,16.95,356,849179005283,FALSE,FALSE
15175,Mother and Baby Stone-Look Statuette,8.82,14.95,353,849179005979,FALSE,FALSE
15177,Wood Grain Scalloped Tray Set,19.83,29.95,166,849179005054,FALSE,FALSE
15178,Natural Patterned Square Decorative Plate Set,13.2,24.95,413,849179005061,FALSE,FALSE
15179,Vintage-Look Planter Set,16.26,24.95,1526,849179005078,FALSE,FALSE
15183,Furry White Ottoman or Seat,40.77,59.95,0,849179011413,FALSE,FALSE
15184,Shiny Silver Ottoman or Seat,70.52,99.95,275,849179011420,FALSE,FALSE
15185,Classic Windchimes with Light Wood Accents,13.2,19.95,103,849179004323,FALSE,FALSE
15186,Windchimes with Seashell Crescent Moons,6.9,9.95,#N/A,849179004330,TRUE,FALSE
15188,All-White Hummingbird Windchimes,19.83,29.95,#N/A,849179004453,FALSE,FALSE
15189,Medieval Kingdom Chess Set,140.26,199.95,161,849179004590,FALSE,FALSE
15190,Dragon Chess Set with Elevated Glass Board,133.62,199.95,31,849179004606,FALSE,FALSE
15191,Blue versus Red Dragon Chess Set,139.94,199.95,157,849179004613,FALSE,FALSE
15192,Dragons versus Dragons Ultimate Tower Chess Set,139.94,199.95,112,849179004620,FALSE,FALSE
15193,Patterned Glass Hanging Candle Lantern - Blue,9.96,16.95,346,849179004460,FALSE,FALSE
15194,Patterned Glass Hanging Candle Lantern - Amber,9.96,16.95,0,849179004477,FALSE,FALSE
15195,Diamond Pattern Hanging Candle Lantern - Blue,11.07,16.95,515,849179004484,FALSE,FALSE
15196,Patterned Glass Hanging Candle Lantern - Yellow,8.63,14.95,286,849179004491,FALSE,FALSE
15197,Dimpled Glass Candle Globe - 5.5 inches,8.63,14.95,442,849179004507,FALSE,FALSE
15199,Diamond Pattern Candle Jar - Blue - 6 inches,9.69,14.95,334,849179004521,FALSE,FALSE
15200,Diamond Pattern Candle Jar - Amber - 5 inches,7.31,12.95,627,849179004538,FALSE,FALSE
15201,Diamond Pattern Candle Jar - Green - 5 inches,7.31,12.95,842,849179004545,FALSE,FALSE
15202,Diamond Pattern Candle Jar - Gold - 6 inches,9.69,14.95,537,849179004552,FALSE,FALSE
15203,Turquoise Croc-Textured Treasure Box,8.83,14.95,222,849179004569,FALSE,FALSE
15204,Turquoise Croc-Textured Nesting Trays,17.44,24.95,26,849179004576,FALSE,FALSE
15205,Turquoise Croc-Textured Coaster Set,5.24,9.95,162,849179004583,FALSE,FALSE
15206,Ceramic Owl Stool or Stand,76.77,129.95,0,849179004637,FALSE,FALSE
15208,Ceramic Floral Stool or Plant Stand,76.77,129.95,14,849179004651,FALSE,FALSE
15209,Ceramic Floral Embossed Stool or Plant Stand,76.77,129.95,119,849179004668,FALSE,FALSE
15210,Mixed Materials Slatted Candle Lantern - 15.5 inches,27.49,39.95,263,849179004675,FALSE,FALSE
15211,Mixed Material Slatted Candle Lantern - 12 inches,23.52,34.95,436,849179004682,FALSE,FALSE
15212,Pinwheel Style Rotating Yard Art,70.52,109.95,209,849179011437,FALSE,FALSE
15213,Glossy White Round Scalloped Accent Table,100.38,149.95,110,849179005085,FALSE,TRUE
15214,Glossy Finish White Side Table,105.82,149.95,150,849179005092,FALSE,FALSE
15215,White Accent Table with Curved Legs,100.46,149.95,151,849179005108,FALSE,FALSE
15216,Wood Scallop Detail Hall Table - White,64.13,99.95,149,849179005030,FALSE,FALSE
15217,Blue Glass Lighthouse Candle Lantern,14.53,19.95,1596,849179011444,FALSE,FALSE
15218,Colonial Style Candle Lantern - 9 inches,8.7,12.95,977,849179011451,FALSE,FALSE
15219,Colonial Style Candle Lantern - 11.5 inches,16.26,24.95,803,849179011468,FALSE,FALSE
15220,Colonial Style Candle Lantern - 15 inches,22.44,29.95,2269,849179011475,FALSE,FALSE
15221,Pink Pressed Glass Candle Lantern - 10 inches,7.31,10.95,505,849179011482,FALSE,FALSE
15222,Red and Blue Glass Hanging Lantern - 10.5 inches,11.07,16.95,164,849179011499,FALSE,FALSE
15223,Multi-Colored Glass Candle Lantern - 10 inches,13.87,19.95,598,849179011505,FALSE,FALSE
15225,Clear Glass Curved-Top Candle Lantern - 9.5 inches,11.6,16.95,106,849179011529,FALSE,FALSE
15226,Sparkling Jewels Candle Lantern,33,44.95,1000,849179011536,FALSE,FALSE
15230,Nesting Wicker Trunk and Ottomans Set,141.21,199.95,4,849179005306,FALSE,FALSE
15235,Flashlight/Lantern Combo with Night Light,10.49,14.95,159,849179011543,FALSE,FALSE
15236,Hanging Closet Organizer with Shoe Pockets,13.87,19.95,40,849179011550,FALSE,FALSE
15244,Snow Leopard Print Luggage Set,177.85,249.95,87,849179006280,FALSE,FALSE
15245,Patterned Blue Glass Candle Tower - 13 inches,11.64,16.95,789,849179011574,FALSE,FALSE
15246,Multi-Colored Glass Candle Tower - 10 inches,8.82,14.95,227,849179011581,FALSE,FALSE
15247,Patterned Blue Glass Candle Lantern - 7.5 inches,9.29,14.95,406,849179011598,FALSE,FALSE
15250,Round Black Iron Hanging Pot Rack,32.55,49.95,290,849179006259,FALSE,FALSE
15251,Angular Iron Kitchen Pot Rack,56.62,89.95,185,849179006266,FALSE,FALSE
15252,Wrought Iron White Hanging Pot Rack,56.94,89.95,375,849179006020,FALSE,FALSE
15255,Battery-Powered Extendable Display Light,11.87,16.95,62,849179011604,FALSE,FALSE
15256,Skeleton and Motorcycle Electric Oil Warmer,30.15,44.95,217,849179006068,FALSE,FALSE
15257,Stone-Look Gothic Dragon Clock,27.49,39.95,536,849179006075,FALSE,FALSE
15258,Stone-Look Treasure Box with Pink Dragon,21.89,29.95,100,849179006082,FALSE,FALSE
15259,Stone-Look Medieval Dragon Vase,19.83,29.95,194,849179006099,FALSE,FALSE
15260,Celtic Braid Medieval Dragon Bookends,23.52,34.95,83,849179006105,FALSE,FALSE
15261,Dragon Oil Warmer with Hanging Dish,24.85,37.95,210,849179006112,FALSE,FALSE
15262,Medieval Dragon Treasure Box,20.84,29.95,471,849179006129,FALSE,FALSE
15263,Gothic Dragon Welcome,11.07,16.95,158,849179006136,FALSE,FALSE
15264,Vanilla and Ginger Spa Gift Set,22.44,34.95,59,849179006143,FALSE,FALSE
15269,Black and White Dragon with Gothic Fairy,31.61,49.95,111,849179006198,FALSE,FALSE
15270,Vivid Striped Hammock,19.25,29.95,229,849179011611,FALSE,FALSE
15271,Chickadee Paper Towel Dispenser,11.07,19.95,139,849179011628,FALSE,FALSE
15272,Vintage-Look Candle Lantern with Latch - 12 inches,12.47,16.95,326,849179011635,FALSE,FALSE
15274,Lacy Screened White Candle Globe - 6 inches,12.08,16.95,0,849179011659,FALSE,FALSE
15275,Cutout Circle Lacy Candle Lantern - 9.5 inches,26.24,39.95,158,849179011666,FALSE,FALSE
15276,Lacy Screened White Candle Lantern - 9 inches,26.24,39.95,153,849179011673,FALSE,FALSE
15277,Lacy Screened Silver Candle Lamp - 13.5 inches,34.52,49.95,260,849179011680,FALSE,FALSE
15280,Gazebo Pedestal Bird House,20.84,29.95,0,849179006501,FALSE,FALSE
15282,God Bless America Patriotic Bird House,14.53,21.95,272,849179006532,FALSE,FALSE
15283,Line Dancers Anonymous Dance Bar Bird House,13.87,19.95,#N/A,849179006549,TRUE,FALSE
15284,Cast Iron Star-Themed Fire Pit,60.66,89.95,106,849179006556,FALSE,FALSE
15287,Rainbow Nestable Storage Container Set,17.18,24.95,0,849179011710,FALSE,FALSE
15288,Dreamy Starz Dog Bed Time Light,21.15,29.95,1,849179011727,FALSE,TRUE
15289,Secret Hiding Place Wall Clock,11.02,14.95,0,849179011734,FALSE,FALSE
15290,Handy Fold-Up Step Stool,13.2,19.95,0,849179011741,FALSE,FALSE
15291,Stained Glass Angel Candle Holder for Mom,6.11,9.95,#N/A,849179006624,FALSE,FALSE
15292,Mom is Another Word for Love Floral Glass Block,6.11,9.95,42,849179006631,FALSE,FALSE
20302,Car Emergency Tool Kit,21.89,29.95,525,849179011772,FALSE,FALSE
21943,Jute Tweed Luggage Set,127.31,199.95,71,849179013103,FALSE,FALSE
25306,Natural Pine Wind Chimes,14.53,24.95,696,849179011789,FALSE,FALSE
27128,Verdigris Three-Shelf Corner Plant/Display Stand,21.15,29.95,24,849179002718,FALSE,FALSE
28191,Wood and Aluminum Wind Chimes,8.29,12.95,625,849179011796,FALSE,FALSE
28232,Scrolled Verdigris Two-Level Plant Stand,19.83,29.95,0,849179002725,FALSE,FALSE
29171,Pizza Stone with Rack and Pizza Cutter,14.53,19.95,0,849179011802,FALSE,FALSE
29312,Wood Cottage Bird House,14.53,19.95,620,849179014575,FALSE,FALSE
29313,Log Cabin Gone Fishin' Birdhouse,9.96,16.95,589,849179011819,FALSE,FALSE
29634,Love Shack Wood Bird House,8.63,14.95,0,849179014544,FALSE,FALSE
30206,Multi-Level Wood Bird Lodge,14.53,24.95,849,849179011826,FALSE,FALSE
30208,Lighthouse Nautical Nest Bird House,10.54,14.95,10,849179014629,FALSE,FALSE
30209,Gazebo Bird Feeder,12.61,19.95,526,849179011833,FALSE,FALSE
30308,Glass Dolphins Carousel,10.75,14.95,55,849179002206,FALSE,FALSE
30653,Mini Dreamcatchers (12),26.24,39.95,524,849179002152,FALSE,FALSE
31044,Frazer's End of the Trail Sculpture - Bronze,24.65,34.95,338,849179000097,FALSE,FALSE
31132,Star Cutout Candle Lantern - Bronze,7.31,10.95,855,849179011840,FALSE,FALSE
31140,Four-Level Bowl Fountain,26.24,39.95,926,849179003838,FALSE,FALSE
31170,Rusted Metal Hen Family Garden Art,19.83,34.95,1180,849179011857,FALSE,FALSE
31245,Bass Lake Lodge & Bait Shop Birdhouse,10.54,16.95,207,849179013578,FALSE,FALSE
31248,Noah's Ark Birdhouse,14.53,19.95,881,849179014636,FALSE,FALSE
31339,Versatile Foldable 4-Level Plant Stand,21.15,29.95,573,849179011864,FALSE,FALSE
31574,Ornate Black Cutout Candle Lantern - 11.5 inches,6.97,10.95,1190,849179000387,FALSE,FALSE
31586,Weathered Wood Arch Mirror,19.83,29.95,369,849179003326,FALSE,FALSE
32001,Happy Couple Garden Fountain,127.31,199.95,51,849179011871,FALSE,FALSE
32187,Wagon Wheel Restaurant Rustic Wood Bird House,13.2,19.95,418,849179011888,FALSE,FALSE
32188,Yacht Club Resort Wood Birdhouse,11.87,19.95,891,849179003845,FALSE,FALSE
32190,Log Cabin Treehouse Bird House,11.28,19.95,312,849179013745,FALSE,FALSE
32243,Multi-Year School House Photo Frame,16.02,24.95,806,849179011895,FALSE,FALSE
32269,Moon and Sun Wall or Garden Plaque,9.21,12.95,991,849179011901,FALSE,FALSE
32270,Color-Changing Dolphin Light,24.97,39.95,53,849179000073,FALSE,FALSE
32276,Beaded Table Lamp,26.24,39.95,583,849179004842,FALSE,FALSE
32347,Wood Victorian Style Bird House,12.28,19.95,9,849179011918,FALSE,FALSE
32402,Swirl Wrought Iron Candle Sconce Pair,14.53,19.95,502,849179002947,FALSE,FALSE
32403,Swirl Wrought Iron Wall Candle Holder - 28 inches,35.78,59.95,233,849179003852,FALSE,FALSE
32405,Wrought Iron Scroll Wine Rack,16.26,24.95,391,849179003869,FALSE,FALSE
32419,American Pride Eagle Statue,23.7,34.95,457,849179003401,FALSE,FALSE
32428,Regal Lion's Head Stone-Look Wall Fountain,91.51,129.95,62,849179005009,FALSE,FALSE
33024,Recycled Cotton Two-Person Hammock,33.88,59.95,2970,849179011925,FALSE,FALSE
33037,Picnic Backpack Set for Four,51.51,79.95,547,849179002879,FALSE,FALSE
33139,Romantic White Serving Tray with Stand,43.36,59.95,614,849179003333,FALSE,FALSE
33144,Multi-Colored Glass Moroccan Candle Lantern - 13 inches,13.87,24.95,377,849179011932,FALSE,FALSE
33145,Amber Glass Domed Candle Lantern - 10.25 inches,7.31,10.95,2489,849179011949,FALSE,FALSE
33264,Vintage-Look Metal Tile Letter Organizer,16.26,29.95,1,849179002046,FALSE,FALSE
33603,Rough-Hewn Wall Cross,8.1,10.95,499,849179002039,FALSE,FALSE
33631,Cherubs Garden Fountain,127.31,199.95,130,849179004415,FALSE,FALSE
33646,Flower Cutout Porcelain Oil Warmer Set,5.98,7.95,1245,849179011956,FALSE,FALSE
33656,Celestial Wind Chimes,4.32,7.95,2631,849179003883,FALSE,FALSE
33666,Romantic Scrolled Wood Wall Mirror,23.26,34.95,134,849179001957,FALSE,FALSE
33699,Flying Eagle Glass-Top Accent Table,85.61,129.95,225,849179011963,FALSE,FALSE
33802,Crystals Candle Stick,14.53,19.95,1674,849179001933,FALSE,FALSE
33915,See-Hear-Speak No Evil Dragon Set,11.87,16.95,0,849179001919,FALSE,FALSE
34059,Color-Changing Unicorn Light,24.41,39.95,183,849179000066,FALSE,FALSE
34120,Celtic Cross with Antiqued Verdigris Finish,11.87,16.95,301,849179002770,FALSE,FALSE
34183,Vanilla Milk Cord Box Bath Gift Set,14.53,19.95,22,849179004309,FALSE,FALSE
34185,Spa Ginger Therapy Bath Gift  Basket,22.44,29.95,60,849179006037,FALSE,FALSE
34187,Wicker Chest Spa Slippers Gift Basket,30.09,39.95,0,849179005863,FALSE,FALSE
34189,Garden Maid Water Fountain,127.31,199.95,180,849179004996,FALSE,FALSE
34238,Silver and Turquoise Wall Cross,7.25,9.95,489,849179001865,FALSE,FALSE
34301,Purple Art Glass Hummingbird Feeder,9.29,14.95,12,849179011970,FALSE,FALSE
34302,Padded Cotton Swinging Chair,28.82,49.95,0,849179011987,FALSE,FALSE
34320,Victorian Pedestal Bird House,19.83,34.95,905,849179006600,FALSE,FALSE
34596,Church Bells Windchimes,14.53,24.95,0,849179012007,FALSE,FALSE
34622,Nesting Corn Husk Basket Set,32.55,49.95,468,849179001797,FALSE,FALSE
34638,Miniature Zen Garden,3.32,5.95,0,849179012014,TRUE,FALSE
34690,Jewel-Tone Multi-Color Star Candle Lantern,28.82,49.95,940,849179000394,FALSE,FALSE
34691,Amber Glass Moroccan Candle Lantern - 19 inches,19.25,29.95,260,849179001773,FALSE,FALSE
34693,Crystal Drops Double Hanging Candle Holder,14.53,21.95,2360,849179000400,FALSE,FALSE
34708,Romantic Three-Legged Carved Pedestal Table,64.13,99.95,777,849179005856,FALSE,FALSE
34709,Distressed Look Carved-Top Table,71.71,109.95,346,849179003340,FALSE,FALSE
34715,Beachcombers Tiki Bar Birdhouse,11.87,16.95,281,849179006617,FALSE,FALSE
34716,Island Paradise Lighthouse Birdhouse,11.87,19.95,0,849179014421,FALSE,FALSE
34738,Green Dragon Glass-Top Accent Table,89.4,129.95,294,849179003135,FALSE,FALSE
34758,Zebra Mask Wall Decor,9.96,16.95,1058,849179001759,FALSE,FALSE
34759,African Animal Masks Wall Hanging,13.2,19.95,1510,849179001742,FALSE,FALSE
34764,Spiral Staircase Ivy-Design Plant Stand,43.36,69.95,0,849179012021,FALSE,FALSE
34770,Italian Style Fireplace Screen,64.13,99.95,288,849179000417,FALSE,FALSE
34775,Wine and Glassware Rack with Shelves,133.62,199.95,670,849179005764,FALSE,FALSE
34807,Spinning Orb Layered Rock Table Fountain,35.78,49.95,569,849179001735,FALSE,FALSE
34891,Spiral Design Floor Lamp with Tassel,71.71,99.95,225,849179004958,FALSE,FALSE
35012,Textured Glass Narrow Cabinet,61.05,99.95,275,849179001711,FALSE,FALSE
35013,Textured Glass Cabinet with Towel Bar,85.61,129.95,0,849179003173,FALSE,FALSE
35014,Textured Glass Tall Linen Cabinet,168.12,249.95,0,849179006372,FALSE,FALSE
35038,Curio Cabinet,140.32,199.95,617,849179005160,FALSE,FALSE
35107,Rustic Garden Two-Person Swing,195.97,299.95,162,849179006297,FALSE,FALSE
35144,Stone-Look Two-Tier Acorn Fountain,168.12,249.95,44,849179012038,FALSE,FALSE
35146,Finch Valley Winery Birdhouse,14.53,19.95,480,849179006594,FALSE,FALSE
35177,Wood Scallop Detail Hall Table - Black,64.13,99.95,1068,849179004408,FALSE,FALSE
35239,13-Year School Bus Picture Frame,16.26,24.95,700,849179012045,FALSE,FALSE
35269,Wrought Iron Animal Print Pet Bed,64.13,99.95,#N/A,849179006235,TRUE,FALSE
35301,Medieval Chess Set,70.52,109.95,29,849179003425,FALSE,FALSE
35330,Recycled Cotton Swinging Hammock Chair,24.41,49.95,130,849179012052,FALSE,FALSE
35535,Pink Bed Canopy with Butterflies,14.55,19.95,556,849179000424,FALSE,FALSE
35601,Old World Wrought Iron Candle Chandelier,33.54,49.95,577,849179000431,FALSE,FALSE
35603,Wrought Iron Hanging Pot Rack,57.81,89.95,726,849179012069,FALSE,FALSE
35624,Polka-Dot French-Style Bath Gift Set,8.29,14.95,6,849179005740,FALSE,FALSE
35719,Solar Lighthouse Garden Light,35.78,59.95,280,849179000080,FALSE,FALSE
36001,Monkeys and Palm Tree Table Lamp,38.87,59.95,470,849179004934,FALSE,FALSE
36006,Palm Tree Candle Holder Pair,11.28,16.95,0,849179000226,FALSE,FALSE
36011,Fleur de Lis Bookend Set,13.2,19.95,819,849179002787,FALSE,FALSE
36178,Tennis Player Figurine,1.29,7.95,331,849179014025,FALSE,TRUE
36245,Grinning Skull,6.56,9.95,0,849179012076,FALSE,FALSE
36247,Intertwined Dragons Dagger Plaque,16.26,24.95,760,849179000479,FALSE,FALSE
36362,Lighted Jesus on Cross Figurine,5.98,9.95,536,849179001681,FALSE,FALSE
36607,Magnetic Dart Board Set,11.28,16.95,2222,849179004026,FALSE,FALSE
36643,Classic Side Table - Black,64.13,99.95,1591,849179012083,FALSE,FALSE
36644,Classic Side Table - White,64.13,99.95,0,849179012090,FALSE,FALSE
36998,Classic Silver Lamp Set,85.61,129.95,567,849179006433,FALSE,FALSE
37078,Spirited Skeleton Incense Holder,6.56,9.95,8,849179001155,FALSE,FALSE
37089,Tin Happy Holidays Sign,2.59,5.95,#N/A,849179013141,TRUE,FALSE
37095,Sleeping Gnome On Strike,11.87,19.95,585,849179003890,FALSE,FALSE
37128,Knights vs. Dragons Medieval Chess Set,120.99,199.95,108,849179003418,FALSE,FALSE
37134,Stone-Look Dragon Lamp,54.03,79.95,179,849179006211,FALSE,FALSE
37160,Black Wrought Iron Graceful Oil Warmer,3.71,6.95,1030,849179001100,FALSE,FALSE
37174,Dolphin Table Lamp,30.73,49.95,298,849179004798,FALSE,FALSE
37248,Jumping Dolphins Fleece Blanket,10.27,19.95,1821,849179003906,FALSE,FALSE
37276,Abstract Art Sculpture Garden Fountain,138.27,199.95,0,849179004972,FALSE,FALSE
37406,Tony Stewart Mug-Shaped Shot Glass,1.29,6.95,962,849179014681,FALSE,TRUE
37437,Yellow Moroccan Market Lantern,10.54,14.95,3286,849179000486,FALSE,FALSE
37438,Azure Glass Moroccan Candle Lantern - 10 inches,7.31,10.95,714,849179020453,FALSE,FALSE
37439,Lacy Cutout Hanging Candle Lantern,11.87,19.95,262,849179000745,FALSE,FALSE
37440,Vine Pattern Square Garden Lantern - 5 inches,4.32,6.95,1165,849179012113,FALSE,FALSE
37441,Vine Pattern Square Garden Lantern - 8 inches,7.31,12.95,1806,849179012120,FALSE,FALSE
37594,Stained Glass Christmas Angel Frame,3.52,5.99,0,849179014742,FALSE,TRUE
37733,Santa Fe Hanging Pot Set,11.87,19.95,0,849179012137,FALSE,FALSE
37768,Incense Stick Packs with Display (48),23.14,34.95,15,849179013691,FALSE,FALSE
37918,Winter Wolf Glass-Top Accent Table,89.4,129.95,43,849179012144,FALSE,FALSE
37921,Knotty Wood Moss-Covered Bird House,5.98,9.95,0,849179014230,FALSE,FALSE
37922,Paddleboat Bird House,11.6,19.95,444,849179014148,FALSE,FALSE
37934,Amber Glass Standing Candle Lantern - 8 inches,9.74,19.95,34,849179001070,FALSE,FALSE
37959,Dragon Goblet,12.61,19.95,934,849179000172,FALSE,FALSE
37960,Dragon and Castle Candle Holder,19.25,29.95,0,849179001056,FALSE,FALSE
37973,Rooster Cowboy Bird House,17.18,29.95,682,849179003920,FALSE,FALSE
37978,Horned Dragon Bookends,14.53,19.95,1189,849179012151,FALSE,FALSE
37982,Zebra Print Lamp,26.24,39.95,744,849179004804,FALSE,FALSE
37989,Rattan Palm Tree Table Lamp,38.87,59.95,176,849179004811,FALSE,FALSE
37991,Horse Table Lamp,45.19,59.95,32,849179005634,FALSE,FALSE
38011,Intertwined Dragons Coat of Arms,21.89,29.95,594,849179000127,FALSE,FALSE
38029,Candelabra with Clear Jeweled Candle Cups,28.82,39.95,2045,849179012168,FALSE,FALSE
38031,Dolphin Sculpture with Color-Changing Light,14.53,21.95,603,849179001025,FALSE,FALSE
38036,Special Mom Poem Table Plaque,2.46,3.95,874,849179001001,FALSE,FALSE
38086,Assorted Crystal Toe Rings with Foot Display (12),31.26,59.95,0,849179013028,TRUE,FALSE
38178,Spiral Stairway Candle Holder,13.2,19.95,606,849179012175,FALSE,FALSE
38179,Wall-Mounted Hanging Glass Pendant Vase,11.02,16.95,1161,849179012182,FALSE,FALSE
38180,Tabletop Hanging Glass Pendant Vase,11.28,16.95,774,849179012199,FALSE,FALSE
38217,Matte Black Modern Oil Warmer,2.85,5.95,0,849179000998,FALSE,FALSE
38278,Farmer's Market Birdhouse,13.2,19.95,0,849179014285,FALSE,FALSE
38332,Lacy Cutout Candle Lantern - 11 inches,7.31,10.95,3319,849179012205,FALSE,FALSE
38362,800 mm Focal Length Telescope,84.48,129.95,63,849179004422,FALSE,FALSE
38364,Automotive Tool Set in Car-Shaped Case,14.53,19.95,182,849179012212,FALSE,FALSE
38369,Shabby Chic Scroll Candle Chandelier,14.53,24.95,134,849179012229,FALSE,FALSE
38370,Matte Black Wall Candle Column,13.2,19.95,1038,849179000950,FALSE,FALSE
38373,Golden Pendant Antique-Finish Candle Lantern,17.18,29.95,466,849179000936,FALSE,FALSE
38377,Violet and Indigo Art Glass Vase,91.51,129.95,209,849179012236,FALSE,FALSE
38425,Dolphins Glass-Top Accent Table,85.61,129.95,230,849179005047,FALSE,FALSE
38426,Stallion Glass-Top Accent Table,85.61,129.95,154,849179012243,FALSE,FALSE
38432,Color-Changing Hummingbird Windchimes,6.56,9.95,188,849179003951,FALSE,FALSE
38437,Art Nouveau Peacock Bookend Set,14.53,19.95,#N/A,849179000929,FALSE,FALSE
38444,Antler Candle Holder,7.89,12.95,0,849179000905,FALSE,FALSE
38447,Cowboy Boots Planter,19.25,24.95,918,849179012267,FALSE,FALSE
38465,Vine Patterned Glass Garden Lantern - 12.5 inches,9.96,16.95,0,849179012274,FALSE,FALSE
38466,Vine Patterned Glass Garden Lantern - 15 inches,18.5,26.95,1743,849179000769,FALSE,FALSE
38467,White Cutwork Garden Candle Lantern - 16 inches,19.25,29.95,1382,849179000271,FALSE,FALSE
38468,White Cutwork Garden Candle Lantern - 7 inches,6.56,8.5,2588,849179012281,FALSE,FALSE
38469,Metal Cutouts Pendant Candle Lantern,11.28,16.95,1225,849179012298,FALSE,FALSE
38566,Moroccan Style Hanging Candle Lantern,11.87,19.95,1709,849179000783,FALSE,FALSE
38595,25-inch Lone Star State Metal Wall Art,28.82,39.95,87,849179000899,FALSE,FALSE
38624,Lion with Shield Garden Statue,57.26,89.95,174,849179000516,FALSE,FALSE
38648,Stair-Stepped Jewel Tone Candle Holder,9.74,14.95,557,849179000875,FALSE,FALSE
38653,Ivory Candle Holder with Crystal Drops,5.98,9.95,107,849179000523,FALSE,FALSE
38676,Gazebo Style Verdigris Bird Feeder,24.97,39.95,0,849179003975,FALSE,FALSE
38682,Solar Garden Lantern,19.99,29.95,186,849179012304,FALSE,FALSE
38683,Royal Velvet Dog or Cat Bed,51.51,79.95,449,849179004897,FALSE,FALSE
38805,Colorful Cement Butterfly Stepping Stone,5.24,9.95,252,849179012311,FALSE,FALSE
38813,Happy Frogs Hanging Decor,11.64,16.95,743,849179012328,FALSE,FALSE
